单词,总次数,完形,阅读,新题型,翻译,写作,完整试卷,未分类,出现年份
gj,5,0,0,4,0,0,0,1,2010-2019(4年)
birds,5,0,0,1,3,0,0,1,"2010,2012"
postgraduates,5,0,0,0,0,2,2,1,"2010,2022"
muscles,5,3,0,0,0,0,1,1,"2011,2014"
reactions,5,1,1,0,0,0,2,1,2011-2020(4年)
philharmonic,5,0,4,0,0,0,0,1,2011
appointment,5,0,4,0,0,0,0,1,2011
anthony,5,0,4,0,0,0,0,1,"2011,2013,2019"
gilbert's,5,0,4,0,0,0,0,1,2011
respectable,5,0,2,2,0,0,0,1,"2011,2015,2017"
vague,5,0,4,0,0,0,0,1,"2011,2018,2019"
haven't,5,0,4,0,0,0,0,1,2011-2024(4年)
providers,5,0,1,0,1,0,2,1,"2011,2017,2023"
quicker,5,0,4,0,0,0,0,1,"2011,2013,2019"
inspired,5,1,2,1,0,0,0,1,"2011,2013,2024"
recommending,5,0,2,0,0,2,0,1,"2011,2015,2017"
deserve,5,0,3,0,0,0,1,1,"2011,2015,2022"
responding,5,0,4,0,0,0,0,1,2011-2024(4年)
dominance,5,0,2,0,0,0,2,1,2011-2023(4年)
jennifer,5,0,4,0,0,0,0,1,2011
childless,5,0,4,0,0,0,0,1,2011
doctoral,5,0,0,4,0,0,0,1,2011
concludes,5,0,2,1,1,0,0,1,2011-2017(4年)
applying,5,0,1,1,1,0,1,1,2011-2020(4年)
captured,5,0,0,1,0,0,3,1,"2011,2022,2023"
james,5,1,0,0,1,1,1,1,2011-2023(4年)
hidden,5,1,0,0,3,0,0,1,"2011,2016,2019"
critique,5,0,1,1,0,0,2,1,"2012,2022"
entergy's,5,0,4,0,0,0,0,1,2012
route,5,0,1,0,0,0,3,1,"2012,2022"
mining,5,0,4,0,0,0,0,1,"2012,2024"
scrutiny,5,0,4,0,0,0,0,1,"2012,2015"
credible,5,1,3,0,0,0,0,1,"2012,2018"
inspire,5,0,2,1,0,0,1,1,2012-2024(4年)
represent,5,0,1,0,3,0,0,1,"2012,2013"
norms,5,0,2,2,0,0,0,1,"2012,2016,2019"
membership,5,0,2,0,0,0,2,1,"2012,2020"
networked,5,0,0,4,0,0,0,1,2012
uploading,5,0,0,4,0,0,0,1,2012
sparked,5,0,1,1,0,0,2,1,2012-2022(4年)
partc,5,0,0,0,3,0,1,1,2012-2018(4年)
dilemma,5,0,4,0,0,0,0,1,2013-2024(4年)
unnecessary,5,0,3,0,0,0,1,1,2013-2023(4年)
norm,5,0,2,0,0,0,2,1,2013-2024(4年)
developers,5,0,1,0,0,0,3,1,"2013,2023"
facing,5,0,3,0,0,0,1,1,2013-2018(4年)
arizona's,5,0,4,0,0,0,0,1,2013
verify,5,0,4,0,0,0,0,1,"2013,2015,2018"
objection,5,0,3,0,0,0,1,1,"2013,2020"
arrangement,5,1,1,0,1,0,1,1,2013-2024(4年)
wellbeing,5,0,2,0,0,0,2,1,"2014,2022,2024"
engagement,5,0,2,1,0,0,1,1,2014-2018(4年)
fees,5,0,1,0,0,0,3,1,"2014,2017,2020"
cast,5,0,1,2,0,0,1,1,"2014,2018"
aaas,5,0,0,0,0,0,4,1,2014
democrats,5,0,3,0,0,0,1,1,"2014,2016,2018"
progressive,5,0,0,0,0,0,4,1,2014
greece,5,0,0,0,1,0,3,1,"2014,2018"
mexico,5,0,0,0,1,0,3,1,"2014,2015"
maps,5,1,0,0,1,0,2,1,"2014,2019,2024"
kings,5,0,3,0,0,0,1,1,"2014,2015"
beethoven's,5,0,0,0,0,0,4,1,2014
strangers,5,3,0,0,0,0,1,1,"2015,2018,2020"
advised,5,1,2,0,0,0,1,1,"2015,2022,2024"
royals,5,0,4,0,0,0,0,1,2015
monarchs,5,0,4,0,0,0,0,1,2015
adapt,5,1,3,0,0,0,0,1,2015-2019(4年)
reviewing,5,0,4,0,0,0,0,1,"2015,2024"
statisticians,5,0,4,0,0,0,0,1,2015
circulation,5,0,4,0,0,0,0,1,"2015,2016"
raw,5,0,2,0,2,0,0,1,"2015,2024"
infants,5,0,3,0,1,0,0,1,"2015,2024"
nearby,5,1,3,0,0,0,0,1,"2016,2024"
threshold,5,0,1,0,0,0,3,1,"2016,2022"
offices,5,0,1,3,0,0,0,1,"2016,2017,2018"
legacy,5,0,4,0,0,0,0,1,2016
upgrade,5,0,0,3,0,0,1,1,"2016,2023"
carnegie,5,2,0,2,0,0,0,1,"2017,2019"
cold,5,3,0,0,0,0,1,1,"2017,2020"
hugging,5,4,0,0,0,0,0,1,2017
hormone,5,3,0,0,0,0,1,1,"2017,2018,2020"
lanes,5,0,4,0,0,0,0,1,2017
cheaper,5,0,3,0,0,0,1,1,"2017,2020,2024"
tmt,5,0,4,0,0,0,0,1,2017
returned,5,0,1,2,0,0,1,1,"2017,2022,2024"
misses,5,0,3,1,0,0,0,1,"2017,2018,2019"
sponsored,5,0,1,0,0,0,3,1,"2017,2020,2023"
mcdonnell's,5,0,4,0,0,0,0,1,2017
walk,5,2,0,1,0,0,1,1,"2017,2019,2022"
prepare,5,0,1,1,2,0,0,1,2017-2024(4年)
ages,5,0,1,0,0,0,3,1,"2018,2022,2023"
platforms,5,0,3,0,0,0,1,1,"2018,2019,2020"
expectations,5,0,3,0,0,0,1,1,"2018,2019,2022"
alfred,5,0,2,2,0,0,0,1,"2018,2019"
iron,5,0,2,1,0,0,1,1,"2018,2022,2024"
short-termism,5,0,4,0,0,0,0,1,2019
imposing,5,0,1,0,0,0,3,1,2019-2023(4年)
gpas,5,0,4,0,0,0,0,1,2019
fights,5,0,1,3,0,0,0,1,"2019,2024"
unilateral,5,0,0,0,0,0,4,1,2020
gaze,5,0,0,0,0,0,4,1,2020
iii,5,0,0,0,0,0,1,4,2020
firing,5,0,0,0,0,0,4,1,2022
park,5,0,0,0,0,0,4,1,"2022,2023"
emma,5,0,0,0,0,0,4,1,2022
scopus,5,0,0,0,0,0,4,1,2023
expedition,5,0,0,0,0,0,4,1,2023
reproductions,5,0,0,3,0,0,1,1,"2023,2024"
automatic,5,4,0,0,0,0,0,1,2024
romans,5,0,4,0,0,0,0,1,2024
nail,5,0,4,0,0,0,0,1,2024
critically,4,1,0,1,0,0,1,1,"1998,2004,2007"
agricultural,4,2,0,0,0,0,1,1,"1998,2000,2023"
instant,4,1,1,0,1,0,0,1,"1998,2016,2019"
thoroughly,4,1,1,0,0,0,1,1,"1998,2009,2020"
approved,4,1,1,1,0,0,0,1,"1998,2005,2011"
speculated,4,2,0,0,1,0,0,1,"1998,2013"
flood,4,0,3,0,0,0,0,1,"1998,2024"
bidding,4,0,2,0,0,0,1,1,"1998,2023"
fascinating,4,0,1,0,0,0,2,1,"1998,2022"
fascinated,4,0,3,0,0,0,0,1,"1998,2003,2019"
aswan,4,0,3,0,0,0,0,1,1998
bid,4,0,2,0,0,0,1,1,"1998,2003,2020"
egypt,4,0,1,1,0,0,1,1,"1998,2009,2014"
fertile,4,0,3,0,0,0,0,1,"1998,2000"
generates,4,0,1,0,2,0,0,1,"1998,2011,2019"
electricity,4,0,2,0,0,0,1,1,"1998,2022"
powerless,4,0,2,0,1,0,0,1,"1998,2011"
impacts,4,0,2,0,1,0,0,1,"1998,2018,2019"
resolve,4,0,2,1,0,0,0,1,"1998,2007"
happier,4,0,3,0,0,0,0,1,"1998,2005,2024"
vital,4,0,3,0,0,0,0,1,"1998,2013,2018"
fascination,4,0,2,0,0,0,1,1,"1998,2009,2022"
eyesight,4,0,1,0,1,0,1,1,"1998,2004,2024"
soil,4,1,1,0,1,0,0,1,"1998,2000,2010"
milk,4,0,1,0,0,0,2,1,"1998,2023"
businessmen,4,0,3,0,0,0,0,1,"1998,1999,2001"
lump,4,0,3,0,0,0,0,1,"1998,2009"
manufacturing,4,0,3,0,0,0,0,1,"1998,2002"
conclusive,4,0,2,0,0,0,1,1,"1998,2020"
underlying,4,0,3,0,0,0,0,1,"1998,2005,2017"
reflected,4,0,2,0,0,0,1,1,"1998,2016,2023"
workplace,4,0,2,1,0,0,0,1,"1998,2009,2016"
joint,4,0,2,0,0,0,1,1,"1998,2013,2014"
explanations,4,1,2,0,0,0,0,1,"1998,2002,2010"
michael,4,0,2,1,0,0,0,1,"1998,2005,2013"
wonders,4,0,2,0,0,0,1,1,"1998,2004,2009"
remarks,4,0,3,0,0,0,0,1,"1998,2002"
notably,4,0,3,0,0,0,0,1,"1998,1999,2008"
paul,4,0,2,0,1,0,0,1,"1998,2024"
carl,4,1,2,0,0,0,0,1,"1998,2009,2015"
meetings,4,0,3,0,0,0,0,1,"1998,2017"
fault,4,0,2,0,0,0,1,1,"1998,1999,2022"
academics,4,0,2,1,0,0,0,1,"1998,1999,2011"
tag,4,0,3,0,0,0,0,1,"1998,2017"
stocks,4,0,3,0,0,0,0,1,"1998,2001,2006"
uncontrolled,4,0,3,0,0,0,0,1,"1998,2001,2018"
observers,4,0,3,0,0,0,0,1,"1998,2009"
gerald,4,1,1,1,0,0,0,1,"1998,2001,2018"
dissatisfaction,4,0,3,0,0,0,0,1,"1998,2000,2011"
blamed,4,0,3,0,0,0,0,1,"1998,1999,2015"
vs,4,0,2,0,0,0,1,1,"1998,2001,2014"
standstill,4,0,2,1,0,0,0,1,"1998,2010"
populated,4,0,3,0,0,0,0,1,"1998,2002"
florida,4,0,3,0,0,0,0,1,"1998,2007"
dropping,4,0,3,0,0,0,0,1,"1998,2000,2001"
crops,4,0,1,1,1,0,0,1,"1998,2010,2013"
instances,4,1,1,0,0,0,1,1,"1998,2012,2023"
respectively,4,0,1,0,0,0,2,1,"1998,2004,2023"
climates,4,0,3,0,0,0,0,1,1998
nowhere,4,0,2,1,0,0,0,1,"1998,2009,2024"
idaho,4,0,3,0,0,0,0,1,"1998,2024"
golden,4,0,2,0,0,0,1,1,"1998,2000,2020"
unparalleled,4,0,3,0,0,0,0,1,"1998,2000"
highlights,4,0,3,0,0,0,0,1,"1998,2009,2016"
continuous,4,1,2,0,0,0,0,1,"1998,2008,2024"
conservatives,4,0,3,0,0,0,0,1,"1998,2016"
isolated,4,1,2,0,0,0,0,1,"1998,2000,2016"
volcanic,4,0,3,0,0,0,0,1,1998
boundaries,4,0,2,0,0,0,1,1,"1998,2014,2024"
lie,4,0,2,1,0,0,0,1,"1998,2008,2009"
span,4,0,2,0,1,0,0,1,"1998,2007,2015"
relative,4,0,1,1,1,0,0,1,"1998,2015,2017"
carrying,4,0,3,0,0,0,0,1,"1998,2003,2024"
constructed,4,0,2,1,0,0,0,1,"1998,2016,2018"
processes,4,0,3,0,0,0,0,1,"1998,2007,2009"
distant,4,0,2,1,0,0,0,1,"1998,2009,2024"
detected,4,0,1,1,1,0,0,1,"1998,2006,2024"
cosmic,4,0,3,0,0,0,0,1,1998
existed,4,0,1,0,0,0,2,1,"1998,2014,2023"
amazing,4,0,2,1,0,0,0,1,"1998,2006,2012"
administration's,4,0,3,0,0,0,0,1,"1998,2013,2018"
explorer,4,0,3,0,0,0,0,1,"1998,2013"
bang,4,0,3,0,0,0,0,1,1998
virtually,4,0,2,1,0,0,0,1,"1998,2009,2010"
stars,4,0,2,1,0,0,0,1,"1998,2007,2017"
expanded,4,0,3,0,0,0,0,1,"1998,2018,2024"
injuries,4,1,2,0,0,0,0,1,1999
alive,4,1,2,0,0,0,0,1,"1999,2000,2012"
distinguish,4,1,1,0,1,0,0,1,"1999,2001,2009"
rough,4,1,2,0,0,0,0,1,"1999,2001,2011"
disaster,4,0,2,0,0,0,1,1,"1999,2006,2014"
compensate,4,0,3,0,0,0,0,1,"1999,2000,2007"
label,4,0,2,0,0,0,1,1,"1999,2022"
child's,4,0,3,0,0,0,0,1,"1999,2024"
fly,4,1,2,0,0,0,0,1,"1999,2009,2024"
dangers,4,0,3,0,0,0,0,1,"1999,2018"
liability,4,0,3,0,0,0,0,1,1999
injured,4,0,3,0,0,0,0,1,1999
tide,4,0,1,0,1,0,1,1,"1999,2015,2020"
defendants,4,1,2,0,0,0,0,1,"1999,2013,2015"
schutt,4,0,3,0,0,0,0,1,1999
successfully,4,0,2,1,0,0,0,1,"1999,2012,2017"
fought,4,0,3,0,0,0,0,1,"1999,2003,2012"
involving,4,1,2,0,0,0,0,1,"1999,2017,2019"
wearing,4,0,2,1,0,0,0,1,"1999,2006,2010"
helmet,4,0,3,0,0,0,0,1,1999
lengthy,4,0,3,0,0,0,0,1,"1999,2000,2013"
relieved,4,0,2,0,0,0,1,1,"1999,2020,2024"
honest,4,0,1,1,1,0,0,1,"1999,2010,2016"
obliged,4,0,2,0,0,0,1,1,"1999,2004,2013"
athletes,4,0,1,1,0,0,1,1,"1999,2004,2007"
indifferent,4,1,2,0,0,0,0,1,"1999,2003,2011"
tap,4,0,2,1,0,0,0,1,"1999,2000,2012"
hesitate,4,0,2,0,0,0,1,1,"1999,2023"
commerce,4,1,2,0,0,0,0,1,"1999,2007"
deliver,4,1,2,0,0,0,0,1,"1999,2002,2009"
monitors,4,0,2,0,0,0,1,1,"1999,2001,2023"
promotion,4,0,2,0,0,0,1,1,"1999,2009,2022"
begins,4,1,2,0,0,0,0,1,"1999,2001,2003"
fill,4,0,1,1,0,0,1,1,"1999,2010,2020"
pioneers,4,0,1,0,0,0,2,1,"1999,2004,2022"
mix,4,0,2,0,0,0,1,1,"1999,2022,2024"
computing,4,0,3,0,0,0,0,1,"1999,2015"
vain,4,0,2,1,0,0,0,1,"1999,2003,2016"
requests,4,0,3,0,0,0,0,1,"1999,2013"
pushing,4,0,3,0,0,0,0,1,"1999,2000,2024"
invisible,4,1,1,0,1,0,0,1,"1999,2009,2017"
explored,4,1,1,0,0,0,1,1,"1999,2019,2020"
industrialized,4,0,3,0,0,0,0,1,"1999,2000"
confusion,4,0,3,0,0,0,0,1,"1999,2009"
professions,4,0,1,1,0,0,1,1,"1999,2011,2014"
well-developed,4,0,2,0,1,0,0,1,"1999,2001,2024"
basics,4,0,3,0,0,0,0,1,"1999,2000"
contradictory,4,0,3,0,0,0,0,1,"1999,2001,2019"
sections,4,0,1,0,0,0,2,1,"1999,2023"
highlighted,4,1,1,0,1,0,0,1,"1999,2017"
qualifications,4,0,1,0,0,1,1,1,"1999,2004,2010"
clinton,4,0,2,0,0,0,1,1,"1999,2023"
advisory,4,0,2,0,0,0,1,1,"1999,2004,2015"
final,4,0,1,2,0,0,0,1,"1999,2008"
recommend,4,0,1,0,0,1,1,1,"1999,2011,2023"
cell,4,0,3,0,0,0,0,1,"1999,2015"
earliest,4,0,2,1,0,0,0,1,"1999,2006,2009"
offspring,4,0,3,0,0,0,0,1,"1999,2000"
indicated,4,0,2,1,0,0,0,1,"1999,2010,2015"
impose,4,0,1,0,0,0,2,1,"1999,2020"
interview,4,1,1,0,0,0,1,1,"1999,2013,2020"
misuse,4,0,3,0,0,0,0,1,"1999,2015,2016"
watch,4,0,2,0,0,0,1,1,"1999,2004,2017"
supposedly,4,0,1,1,0,0,1,1,"1999,2017,2023"
planets,4,0,2,0,0,0,1,1,"1999,2020"
heavens,4,0,3,0,0,0,0,1,"1999,2017"
predict,4,0,3,0,0,0,0,1,"1999,2007,2008"
unpredictability,4,0,3,0,0,0,0,1,"1999,2003"
impression,4,0,1,1,0,0,1,1,"1999,2008,2023"
attended,4,0,3,0,0,0,0,1,"1999,2007,2011"
graphs,4,0,2,0,0,1,0,1,"1999,2007"
budget,4,0,3,0,0,0,0,1,"1999,2012,2018"
consistently,4,0,3,0,0,0,0,1,"1999,2009"
conformity,4,0,2,0,0,0,1,1,"1999,2023"
confident,4,0,3,0,0,0,0,1,"1999,2008,2011"
keen,4,0,1,0,0,0,2,1,"1999,2022"
underestimated,4,0,1,0,0,0,2,1,"1999,2022,2023"
contributions,4,0,1,0,0,0,2,1,"1999,2014,2022"
approaches,4,0,3,0,0,0,0,1,"1999,2000,2019"
governed,4,0,1,0,2,0,0,1,"1999,2012"
methodology,4,0,3,0,0,0,0,1,"1999,2015"
techniques,4,0,2,0,0,0,1,1,"1999,2014"
wishes,4,1,2,0,0,0,0,1,"2000,2008,2013"
grain,4,2,1,0,0,0,0,1,"2000,2003"
consuming,4,1,1,1,0,0,0,1,"2000,2003,2012"
chemical,4,1,1,0,0,0,1,1,"2000,2008,2023"
naturally,4,1,2,0,0,0,0,1,"2000,2001,2003"
borrow,4,1,1,0,1,0,0,1,"2000,2003,2013"
routes,4,1,0,0,1,0,1,1,"2000,2023,2024"
paths,4,2,1,0,0,0,0,1,"2000,2009,2019"
presumably,4,2,0,0,1,0,0,1,"2000,2007,2024"
fading,4,0,3,0,0,0,0,1,"2000,2011,2018"
electronics,4,0,3,0,0,0,0,1,"2000,2002"
invented,4,1,2,0,0,0,0,1,"2000,2018,2024"
failing,4,0,2,1,0,0,0,1,"2000,2003,2012"
overseas,4,0,3,0,0,0,0,1,"2000,2001,2013"
solid,4,0,2,1,0,0,0,1,"2000,2010,2019"
struggling,4,0,1,1,0,0,1,1,"2000,2007,2023"
diet,4,0,2,0,0,0,1,1,"2000,2008,2022"
stephen,4,0,3,0,0,0,0,1,"2000,2003"
withdrawn,4,2,1,0,0,0,0,1,"2000,2015,2016"
collapsed,4,0,2,0,0,0,1,1,"2000,2014,2015"
girls,4,0,2,1,0,0,0,1,"2000,2008,2016"
excess,4,0,3,0,0,0,0,1,"2000,2002,2013"
boys,4,0,1,1,1,0,0,1,"2000,2017,2018"
weight,4,1,1,0,0,0,1,1,"2000,2014,2024"
evolve,4,0,2,0,0,0,1,1,"2000,2018,2022"
ignorant,4,0,1,1,1,0,0,1,"2000,2018,2019"
man's,4,1,2,0,0,0,0,1,"2000,2002,2016"
unreasonable,4,0,3,0,0,0,0,1,"2000,2015,2017"
noise,4,0,3,0,0,0,0,1,"2000,2005"
upsetting,4,0,3,0,0,0,0,1,"2000,2005"
bridge,4,1,1,0,0,0,1,1,"2000,2019,2023"
essentially,4,0,2,0,0,0,1,1,"2000,2014,2016"
flaws,4,0,2,1,0,0,0,1,"2000,2006,2012"
fashions,4,0,1,0,0,1,1,1,"2000,2005,2023"
modes,4,0,3,0,0,0,0,1,"2000,2009"
transient,4,0,3,0,0,0,0,1,"2000,2019"
postwar,4,0,3,0,0,0,0,1,2000
questioning,4,0,2,0,0,0,1,1,"2000,2008,2020"
sacrifices,4,0,3,0,0,0,0,1,2000
ladder,4,0,2,0,0,0,1,1,"2000,2022"
satisfied,4,0,3,0,0,0,0,1,"2000,2006,2011"
weakened,4,1,1,0,1,0,0,1,"2000,2012,2016"
households,4,0,2,0,0,0,1,1,"2000,2004,2009"
divorce,4,1,2,0,0,0,0,1,"2000,2016"
cultivation,4,0,1,0,1,0,1,1,"2000,2013,2022"
tolerant,4,0,2,0,0,0,1,1,"2000,2014,2017"
rewards,4,0,2,0,0,0,1,1,"2000,2001,2014"
worthy,4,0,3,0,0,0,0,1,"2000,2001,2006"
locations,4,2,1,0,0,0,0,1,"2000,2009,2024"
brands,4,0,2,1,0,0,0,1,"2000,2010,2013"
treated,4,0,2,0,0,0,1,1,"2000,2019,2023"
meals,4,1,1,1,0,0,0,1,"2000,2006"
restaurants,4,0,2,1,0,0,0,1,"2000,2006,2010"
exceptional,4,1,1,0,1,0,0,1,"2000,2013,2018"
unattractive,4,1,2,0,0,0,0,1,"2000,2013,2019"
impulse,4,0,1,1,1,0,0,1,"2000,2010,2012"
returns,4,0,3,0,0,0,0,1,"2000,2007,2017"
admit,4,0,2,1,0,0,0,1,"2000,2016,2019"
welfare,4,0,1,0,0,0,2,1,"2000,2014"
specialized,4,0,2,1,0,0,0,1,"2000,2010,2013"
rests,4,0,2,0,1,0,0,1,"2000,2007,2017"
compelled,4,0,2,0,0,0,1,1,"2000,2001,2020"
hitherto,4,0,2,0,0,0,1,1,"2000,2011,2014"
heavily,4,0,2,0,0,0,1,1,"2000,2003,2014"
owing,4,0,3,0,0,0,0,1,"2000,2001,2015"
vastly,4,0,2,1,0,0,0,1,"2000,2001,2010"
arising,4,0,3,0,0,0,0,1,"2000,2018"
biologists,4,0,2,0,1,0,0,1,"2000,2006,2010"
irvine,4,3,0,0,0,0,0,1,2001
parliament,4,1,1,1,0,0,0,1,"2001,2016,2017"
convention,4,1,1,0,0,0,1,1,"2001,2002,2014"
sided,4,1,2,0,0,0,0,1,"2001,2011,2016"
interpretation,4,1,0,1,0,0,1,1,"2001,2014,2015"
accumulation,4,0,2,1,0,0,0,1,"2001,2013,2018"
splitting,4,0,2,0,0,0,1,1,"2001,2022"
affecting,4,1,1,0,0,0,1,1,"2001,2014,2017"
illustrated,4,0,3,0,0,0,0,1,"2001,2005,2013"
geology,4,0,3,0,0,0,0,1,2001
constitutes,4,0,3,0,0,0,0,1,"2001,2002,2016"
incorporate,4,0,2,0,1,0,0,1,"2001,2019,2024"
entrance,4,0,1,2,0,0,0,1,"2001,2006,2009"
readership,4,0,2,0,0,0,1,1,"2001,2016,2023"
nationally,4,0,2,1,0,0,0,1,"2001,2017"
sociology,4,0,3,0,0,0,0,1,"2001,2003"
chemistry,4,0,2,0,0,0,1,1,"2001,2023"
demonstrate,4,0,2,1,0,0,0,1,"2001,2008,2012"
looming,4,0,2,1,0,0,0,1,"2001,2010"
foundations,4,0,1,1,0,0,1,1,"2001,2014,2018"
roads,4,1,2,0,0,0,0,1,"2001,2009,2019"
investing,4,0,2,0,0,0,1,1,"2001,2019,2022"
guess,4,0,2,1,0,0,0,1,"2001,2007,2015"
recognizing,4,0,1,1,0,0,1,1,"2001,2010,2023"
guard,4,0,2,0,0,0,1,1,"2001,2007,2022"
preventing,4,0,3,0,0,0,0,1,"2001,2018,2019"
accepting,4,0,3,0,0,0,0,1,"2001,2017"
spelling,4,0,1,2,0,0,0,1,"2001,2008"
newsroom,4,0,3,0,0,0,0,1,"2001,2015"
alien,4,0,3,0,0,0,0,1,"2001,2013"
plus,4,0,2,1,0,0,0,1,"2001,2013,2016"
annoyed,4,1,2,0,0,0,0,1,"2001,2017,2019"
biases,4,0,1,0,1,0,1,1,"2001,2012,2023"
race,4,0,3,0,0,0,0,1,"2001,2013"
disappointment,4,0,3,0,0,0,0,1,"2001,2006"
worrying,4,0,2,0,0,0,1,1,"2001,2017,2023"
accounted,4,0,3,0,0,0,0,1,"2001,2003,2016"
segment,4,0,1,1,1,0,0,1,"2001,2010,2013"
stability,4,0,1,0,1,0,1,1,"2001,2010,2014"
globalization,4,0,2,0,0,1,0,1,"2001,2010"
enlarged,4,0,3,0,0,0,0,1,"2001,2012"
beneficial,4,1,1,0,0,0,1,1,"2001,2017,2022"
broken,4,0,2,0,1,0,0,1,"2001,2006,2016"
alan,4,0,2,0,0,0,1,1,"2001,2004,2011"
greenspan,4,0,1,0,0,0,2,1,"2001,2004"
supervise,4,1,2,0,0,0,0,1,"2001,2003,2010"
operate,4,0,3,0,0,0,0,1,"2001,2002,2012"
gigantic,4,0,2,1,0,0,0,1,"2001,2010,2018"
microsoft,4,0,3,0,0,0,0,1,"2001,2013"
combine,4,0,2,1,0,0,0,1,"2001,2012,2018"
serves,4,0,1,2,0,0,0,1,"2001,2010,2012"
pessimistic,4,1,2,0,0,0,0,1,"2001,2007,2013"
occurred,4,0,2,1,0,0,0,1,"2001,2002,2009"
claiming,4,0,3,0,0,0,0,1,"2001,2009,2012"
novels,4,0,1,2,0,0,0,1,"2001,2015,2017"
kelsey,4,0,3,0,0,0,0,1,2001
voluntary,4,0,3,0,0,0,0,1,"2001,2016,2019"
equivalent,4,1,2,0,0,0,0,1,"2001,2009,2011"
recognition,4,0,2,0,0,0,1,1,"2001,2012,2022"
full-time,4,0,2,1,0,0,0,1,"2001,2019"
eager,4,0,2,0,0,0,1,1,"2001,2004,2011"
enables,4,0,2,1,0,0,0,1,"2001,2006,2019"
millennium,4,0,2,1,0,0,0,1,"2001,2012"
expectancy,4,0,3,0,0,0,0,1,"2001,2003"
dozens,4,0,1,0,0,0,2,1,"2001,2020,2023"
predicts,4,1,1,0,1,0,0,1,"2001,2006,2012"
hopefully,4,1,2,0,0,0,0,1,"2001,2007,2015"
integration,4,0,2,0,1,0,0,1,"2001,2005"
surveillance,4,0,3,0,0,0,0,1,"2001,2018,2019"
mankind,4,0,3,0,0,0,0,1,"2001,2013"
symbolic,4,0,3,0,0,0,0,1,"2001,2015"
diffusion,4,1,2,0,0,0,0,1,"2002,2024"
telephone,4,1,2,0,0,0,0,1,"2002,2015"
radio,4,1,0,1,1,0,0,1,"2002,2005,2012"
gathered,4,1,1,0,0,0,1,1,"2002,2003,2023"
capability,4,2,0,0,0,0,1,1,"2002,2003,2023"
heard,4,0,3,0,0,0,0,1,"2002,2009,2010"
st,4,0,2,0,1,0,0,1,"2002,2018"
taste,4,0,2,0,1,0,0,1,"2002,2008,2015"
safer,4,0,3,0,0,0,0,1,"2002,2011"
awkward,4,0,1,1,0,0,1,1,"2002,2008,2023"
exaggeration,4,0,2,0,1,0,0,1,"2002,2005,2018"
inappropriate,4,0,1,0,0,0,2,1,"2002,2004,2023"
laughing,4,2,1,0,0,0,0,1,"2002,2011"
desired,4,0,1,0,0,0,2,1,"2002,2022"
cunning,4,0,3,0,0,0,0,1,"2002,2015"
burdensome,4,0,2,0,0,0,1,1,"2002,2015,2020"
factories,4,0,3,0,0,0,0,1,"2002,2009,2016"
automated,4,0,2,0,0,0,1,1,"2002,2018,2023"
transaction,4,0,3,0,0,0,0,1,"2002,2003,2010"
thanks,4,1,2,0,0,0,0,1,"2002,2024"
perform,4,1,1,0,0,0,1,1,"2002,2009,2020"
accuracy,4,0,2,1,0,0,0,1,"2002,2009,2015"
spell,4,0,1,1,0,0,1,1,"2002,2019,2020"
forecast,4,1,1,0,0,0,1,1,"2002,2015,2023"
disregard,4,1,2,0,0,0,0,1,"2002,2013,2016"
irrelevant,4,0,3,0,0,0,0,1,"2002,2012"
devices,4,0,2,0,0,0,1,1,"2002,2015,2023"
december,4,0,2,1,0,0,0,1,"2002,2013,2018"
shocks,4,0,3,0,0,0,0,1,2002
doom,4,0,3,0,0,0,0,1,"2002,2003,2017"
winter,4,1,1,0,0,0,1,1,"2002,2017,2020"
energy-intensive,4,0,3,0,0,0,0,1,2002
squeezed,4,0,3,0,0,0,0,1,"2002,2018"
index,4,0,2,0,1,0,0,1,"2002,2016,2019"
double,4,0,2,0,0,0,1,1,"2002,2017,2022"
dosages,4,0,3,0,0,0,0,1,2002
contends,4,0,3,0,0,0,0,1,"2002,2006,2012"
medication,4,0,3,0,0,0,0,1,2002
annas,4,0,3,0,0,0,0,1,2002
physician,4,0,3,0,0,0,0,1,"2002,2003,2015"
approaching,4,0,1,0,1,0,1,1,"2002,2006,2020"
prolong,4,0,3,0,0,0,0,1,"2002,2003"
assessing,4,1,2,0,0,0,0,1,"2002,2008,2019"
insisting,4,0,3,0,0,0,0,1,"2002,2005,2018"
abuse,4,0,2,0,0,0,1,1,"2002,2004"
license,4,0,3,0,0,0,0,1,"2002,2012"
defines,4,0,2,0,1,0,0,1,"2002,2012,2024"
remained,4,0,3,0,0,0,0,1,"2002,2019,2024"
discover,4,0,1,2,0,0,0,1,"2002,2008"
maintaining,4,0,1,0,1,0,1,1,"2002,2015,2022"
traced,4,0,2,0,1,0,0,1,"2002,2009,2012"
dignity,4,0,2,1,0,0,0,1,"2002,2010,2024"
autonomous,4,0,3,0,0,0,0,1,"2002,2019"
shifts,4,0,1,1,1,0,0,1,"2002,2008,2017"
ends,4,0,3,0,0,0,0,1,"2002,2006"
girl,4,1,1,0,0,1,0,1,"2002,2013,2016"
adjusting,4,1,2,0,0,0,0,1,"2003,2009,2018"
losers,4,1,1,0,0,0,1,1,"2003,2019,2023"
spans,4,2,1,0,0,0,0,1,"2003,2019"
guidance,4,3,0,0,0,0,0,1,"2003,2010,2024"
multiple,4,1,0,0,0,0,2,1,"2003,2020,2023"
